,gene,scores,log2FoldChange,pvalue,padj,baseMean
291,Gene_0984,0.049822833,-0.044594377,0.9602635718078656,0.9989941797423008,1439.3819168040727
292,Gene_0527,0.049535315,0.008998227,0.96049269538928,0.9989941797423008,1074.6132632702127
293,Gene_1731,0.04948055,-0.04681663,0.9605363383467798,0.9989941797423008,2607.0345108075962
294,Gene_1872,0.049042426,-0.032771003,0.9608854862533432,0.9989941797423008,77.25370584408307
295,Gene_1743,0.048303094,-0.021824239,0.961474690322504,0.9989941797423008,87.93696161366537
296,Gene_0314,0.048097722,-0.037222423,0.9616383618675397,0.9989941797423008,1134.390605054196
297,Gene_1218,0.04774175,0.10478667,0.9619220630381335,0.9989941797423008,231.77074437906467
298,Gene_0389,0.04737208,0.050303176,0.9622166808949624,0.9989941797423008,584.7274829469224
299,Gene_0109,0.047331005,0.012456006,0.9622494165316012,0.9989941797423008,1727.3602142268203
300,Gene_0506,0.04689288,0.012418598,0.9625986006045631,0.9989941797423008,4022.7991139200735
301,Gene_0520,0.044962402,-0.044630006,0.9641372774686536,0.9989941797423008,2881.640784678039
302,Gene_1113,0.04414092,-0.029500652,0.9647920744232364,0.9989941797423008,2587.7052434842612
303,Gene_0106,0.043387897,-0.03743974,0.9653923258341254,0.9989941797423008,1502.769674880202
304,Gene_1650,0.040909763,-0.025633512,0.9673678352963487,0.9989941797423008,4662.180911192441
305,Gene_0656,0.03945848,0.032051332,0.9685248572601606,0.9989941797423008,2015.2244541240987
306,Gene_0775,0.036898196,-0.05734858,0.9705661786905115,0.9990432850700497,481.1091956390689
307,Gene_1790,0.035378456,-0.015852965,0.9717779642278862,0.9990432850700497,3104.479254783116
308,Gene_1118,0.03361227,-0.079352126,0.9731863371980073,0.9990432850700497,613.500047709177
309,Gene_0124,0.031407963,0.038907435,0.9749441907914149,0.9990432850700497,1758.8545568683758
310,Gene_1585,0.03136689,0.016945224,0.9749769470088375,0.9990432850700497,2561.689096653154
311,Gene_0996,0.030696012,-0.03654908,0.9755119711607246,0.9990432850700497,4377.40149719162
312,Gene_0408,0.029409025,-0.040097676,0.9765383746594719,0.9990432850700497,2493.0555726835873
313,Gene_0000,0.026054645,0.07245633,0.9792137535762515,0.9990432850700497,3526.180891856738
314,Gene_0042,0.025862966,-0.002667256,0.9793666397197154,0.9990432850700497,4964.443353045398
315,Gene_0177,0.025151014,-0.019033141,0.9799345091294739,0.9990432850700497,700.871143495009
316,Gene_1279,0.024973027,-0.060503077,0.9800764780819808,0.9990432850700497,1409.9210513216217
317,Gene_0185,0.024274768,0.025132481,0.9806334392548687,0.9990432850700497,2003.1515742083498
318,Gene_0518,0.023220534,-0.026547851,0.9814743592171871,0.9990432850700497,2138.0494837672154
319,Gene_0452,0.022960398,0.027551938,0.9816818621507485,0.9990432850700497,2084.5543225644515
320,Gene_1886,0.019085746,-0.024238486,0.984772702755557,0.9990432850700497,4542.674462654947
321,Gene_1832,0.01872977,-0.070992276,0.985056679079069,0.9990432850700497,3584.461590110939
322,Gene_0081,0.013841958,-0.07512848,0.9889560684862458,0.9993089259474313,3059.1308097489837
323,Gene_1755,0.013075242,-0.08644842,0.9895677637264603,0.9993089259474313,1581.3949534207713
324,Gene_1524,0.0113090575,0.013907677,0.9909768701437033,0.9993089259474313,4127.762401895408
325,Gene_1604,0.011185835,-0.043986335,0.9910751809949225,0.9993089259474313,4777.5495318506955
326,Gene_1378,0.010501267,-0.031086719,0.9916213548168641,0.9993089259474313,4114.931498623621
327,Gene_0570,0.010035762,-0.0655021,0.9919927552741163,0.9993089259474313,57.747270697790874
328,Cd8a,0.009844082,-0.027722444,0.992145685383061,0.9993089259474313,3200.186782407865
329,Gene_1887,0.008776157,-0.119909704,0.992997729687244,0.9993089259474313,303.1201381383986
330,Gene_1693,0.005243788,0.042530254,0.9958160816447683,0.9993089259474313,1325.1557406519232
331,Il1b,0.004490764,-0.01845013,0.9964169010519143,0.9993089259474313,344.64726672146986
332,Gene_0340,0.00073933305,-0.029050356,0.9994100976344161,0.9994100976344161,3038.7874920994695
333,Gene_1499,-0.0014923575,-0.106663235,0.9988092714844576,0.9993089259474313,3448.6200717884035
334,Gene_1086,-0.0016018882,-0.08099828,0.9987218786380815,0.9993089259474313,616.7138084262303
335,Gene_0024,-0.001629271,-0.12551172,0.9987000304288424,0.9993089259474313,1950.0024710726484
336,Gene_1390,-0.003190085,-0.14480382,0.9974546846189284,0.9993089259474313,2308.370719329933
337,Gene_0862,-0.003299616,-0.10438878,0.9973672921280423,0.9993089259474313,1876.8124577165372
338,Gene_0379,-0.0036692824,-0.11768088,0.997072342710612,0.9993089259474313,649.0737524017056
339,Gene_1605,-0.0040252577,-0.14643323,0.9967883177233292,0.9993089259474313,2123.791561428003
340,Gene_0912,-0.0052711708,-0.13323948,0.9957942337089687,0.9993089259474313,3768.3313366516695
341,Gene_0214,-0.005312245,-0.027270274,0.9957614618111871,0.9993089259474313,401.48793943961454
342,Gene_1729,-0.006065269,-0.0025218183,0.9951606450090629,0.9993089259474313,446.89106970542207
343,Gene_1238,-0.008050515,-0.016703658,0.9935766874840888,0.9993089259474313,1806.1178945881218
344,Gene_0732,-0.012157921,0.0049371403,0.9902996214153346,0.9993089259474313,4711.542272513679
345,Gene_0105,-0.014759278,-0.070981465,0.9882242273845696,0.9993089259474313,3359.4346012784245
346,Cd4,-0.01610103,0.06592327,0.9871537912524447,0.9991435134134056,3409.4162855291956
347,Gene_1646,-0.016361166,-0.012891684,0.9869462603330398,0.9991435134134056,1841.5039546474316
348,Gene_1709,-0.017374327,-0.071205355,0.9861379905637399,0.9991266368426949,2988.6209164822653
349,Gene_0090,-0.017675536,-0.04290177,0.9858976968520899,0.9991266368426949,100.14936093732973
350,Gene_0138,-0.018757153,-0.103665456,0.9850348346788124,0.9990432850700497,3198.675429727234
351,Gene_1330,-0.019099437,-0.062977545,0.9847617806275676,0.9990432850700497,4570.770390502372
352,Gene_0254,-0.019866152,-0.0035157206,0.9841501460783889,0.9990432850700497,3082.238668306855
353,Gene_0225,-0.020413807,-0.09552146,0.9837132699403606,0.9990432850700497,4374.808037658408
354,Gene_1632,-0.020605486,0.067523725,0.9835603644392196,0.9990432850700497,3633.666624557164
355,Gene_1493,-0.021084683,0.033442006,0.9831781033408011,0.9990432850700497,646.7641611982667
356,Gene_0707,-0.021344818,-0.09528757,0.9829705917849014,0.9990432850700497,4517.143871064916
357,Gene_1072,-0.025287928,-0.095995426,0.9798253026751577,0.9990432850700497,378.8970295610857
358,Gene_0016,-0.02935426,-0.013543028,0.9765820522778751,0.9990432850700497,2693.138989111431
359,Gene_1337,-0.029628087,-0.22416602,0.9763636648906382,0.9990432850700497,753.5787627776155
360,Gene_0165,-0.029819766,0.04572695,0.9762107947727982,0.9990432850700497,107.94772311797513
361,Gene_1294,-0.030641247,-0.2018103,0.9755556470913714,0.9990432850700497,2139.069587631813
362,Gene_1172,-0.031134136,0.015163916,0.9751625663697592,0.9990432850700497,1510.4515028880735
363,Gene_1636,-0.03199669,-0.17246865,0.9744746896789181,0.9990432850700497,2455.702444298135
364,Gene_1531,-0.03380395,-0.085177965,0.973033486395988,0.9990432850700497,2907.1394393360265
365,Gene_0751,-0.03433791,-0.15371175,0.9726076929731347,0.9990432850700497,266.50840792928943
366,Gene_0820,-0.035556443,-0.13961317,0.9716360399768508,0.9990432850700497,658.8663108625409
367,Gene_0253,-0.040060896,-0.09886554,0.9680445758092586,0.9989941797423008,2815.2798624296056
368,Gene_1219,-0.040060896,-0.06705996,0.9680445758092586,0.9989941797423008,1748.6783982046582
369,Gene_0559,-0.04111513,-0.009729968,0.9672041112650198,0.9989941797423008,3659.4087633697677
370,Gene_1802,-0.04158064,0.0139308395,0.9668330085895925,0.9989941797423008,3278.8436605301013
371,Gene_1711,-0.042073525,-0.04168187,0.9664400841759674,0.9989941797423008,4235.741596800039
372,Gene_0687,-0.04320991,-0.07082836,0.9655342063185662,0.9989941797423008,3477.8394920126652
373,Gene_0191,-0.043798637,-0.17734803,0.9650649135207274,0.9989941797423008,2178.1588330812333
374,Gene_1861,-0.04415461,-0.013417012,0.9647811609448667,0.9989941797423008,3381.1847808524403
375,Gene_0498,-0.045181464,0.037021343,0.9639626690138008,0.9989941797423008,1413.1368125643216
376,Cd3d,-0.045181464,-0.009847107,0.9639626690138008,0.9989941797423008,1566.2518189521527
377,Gene_0151,-0.048700143,-0.11588937,0.9611582632786996,0.9989941797423008,3955.4765416079267
378,Gene_0652,-0.048960276,-0.07546715,0.9609509523230336,0.9989941797423008,2259.776606187832
379,Gene_0132,-0.04930256,0.03448227,0.9606781787747442,0.9989941797423008,4001.982685565845
380,Gene_0695,-0.050041895,-0.105622046,0.9600890036621116,0.9989941797423008,4120.990749657978
381,Gene_1807,-0.051698547,-0.09696542,0.9587688946098134,0.9989941797423008,4294.933571423355
382,Gene_1733,-0.05293077,-0.11681471,0.9577870684351123,0.9989941797423008,4587.344417413976
383,Gene_0025,-0.053355202,-0.1138529,0.9574488986154844,0.9989941797423008,2183.3768415408163
384,Gene_0129,-0.053464733,-0.08264169,0.9573616302253023,0.9989941797423008,1628.3907506896371
385,Gene_1512,-0.05377963,-0.07926039,0.9571107364538455,0.9989941797423008,2931.883795640864
386,Gene_0793,-0.057051867,-0.31276312,0.9545038789844297,0.9989941797423008,1887.3034960162565
387,Gene_1037,-0.057544757,0.027297867,0.9541112557481034,0.9989941797423008,3025.317125661153
388,Gene_1502,-0.057613213,-0.16932969,0.9540567256216309,0.9989941797423008,3542.650020086932
389,Gene_1688,-0.059105568,-0.33382007,0.9528680227518551,0.9989941797423008,3457.6048415360774
390,Gene_0203,-0.059776444,-0.26126683,0.9523336857399001,0.9989941797423008,1904.0367907496006
391,Gene_0868,-0.06106343,-0.13792537,0.9513086912512122,0.9989941797423008,875.9579984088265
392,Gene_1108,-0.061282493,0.014866608,0.9511342320796873,0.9989941797423008,2181.1202253879273
393,Gene_0641,-0.062939145,-0.07116283,0.9498149610136999,0.9989941797423008,755.8410132054482
394,Gene_1571,-0.06530775,-0.047814965,0.9479289703007837,0.9989941797423008,4455.980324159851
395,Gene_0581,-0.06533513,-0.13688245,0.9479071686253691,0.9989941797423008,1762.093430652394
396,Gene_1879,-0.06680011,-0.055326518,0.9467408362693432,0.9989941797423008,814.5757487554528
397,Gene_0667,-0.06805971,-0.011085246,0.9457380996100619,0.9989941797423008,175.96641153346684
398,Gene_1094,-0.07129087,-0.16329406,0.9431662589426258,0.9989941797423008,3246.820812118097
399,Gene_0985,-0.07248202,0.050047956,0.9422183131546914,0.9989941797423008,3202.666471400979
400,Gene_1252,-0.07359102,-0.073442645,0.9413358164782623,0.9989941797423008,1735.9906245773936
401,Gene_1155,-0.07657573,-0.07790525,0.9389610627385147,0.9989941797423008,404.97384979587247
402,Gene_0812,-0.07701386,-0.028419403,0.9386125202084935,0.9989941797423008,2077.6630297313986
403,Gene_1815,-0.08105281,-0.09825854,0.9353999562679044,0.9989941797423008,1590.5266005637982
404,Gene_0904,-0.08299698,0.008045749,0.9338539412467081,0.9989941797423008,3401.747166688296
405,Gene_0871,-0.08339403,-0.09258489,0.9335382362688311,0.9989941797423008,3048.607284790817
406,Gene_0322,-0.083489865,-0.54713666,0.9334620331832574,0.9989941797423008,1854.738954577823
407,Gene_1792,-0.08381846,0.062147826,0.9332007700946541,0.9989941797423008,1128.568143562201
408,Gene_1817,-0.08409229,-0.3861357,0.9329830563496311,0.9989941797423008,4940.77803247018
409,Gene_0696,-0.084585175,-0.008426816,0.9325911842526974,0.9989941797423008,2297.3080249207687
410,Gene_1018,-0.08602277,0.058295224,0.9314483176299333,0.9989941797423008,3456.9574671121736
411,Gene_1372,-0.086693645,-0.10276972,0.9309150280944338,0.9989941797423008,745.7371895128858
412,Gene_0365,-0.086803176,-0.031487834,0.9308279633541138,0.9989941797423008,2453.669013314019
413,Gene_1426,-0.087706804,-0.09086613,0.9301097109268401,0.9989941797423008,186.30676335385417
414,Gene_1689,-0.088350296,-0.025321236,0.9295982628046702,0.9989941797423008,2552.002833656727
415,Gene_0497,-0.08921286,0.008588619,0.9289127503296981,0.9989941797423008,4821.886165232627
416,Gene_1243,-0.089226544,-0.3045604,0.9289018696032503,0.9989941797423008,1951.823229279711
417,Gene_1631,-0.08959621,-0.05119017,0.9286080950202541,0.9989941797423008,243.03026224581237
418,Gene_0523,-0.09069152,-0.27724284,0.9277377090889263,0.9989941797423008,203.23116505075046
419,Gene_1563,-0.094141744,-0.017966475,0.9249965633505879,0.9989941797423008,1970.534461737004
420,Gene_0826,-0.094675705,-0.10203661,0.9245724171465491,0.9989941797423008,842.1234354928105
421,Gene_0668,-0.096304975,-0.09550591,0.9232783604788142,0.9989941797423008,165.59287682452026
422,Gene_0092,-0.0965788,0.007847199,0.9230608917994423,0.9989941797423008,3793.2573890533754
423,Gene_0056,-0.09761935,-0.05942148,0.922234563405136,0.9989941797423008,2319.688893965359
424,Gene_0472,-0.09794794,-0.07610772,0.9219736349917713,0.9989941797423008,1481.7616212646399
425,Gene_1754,-0.09963197,0.031173738,0.9206365092819919,0.9989941797423008,4505.411755931579
426,Gene_0257,-0.101904735,-0.23169461,0.9188322894879011,0.9989941797423008,624.8878529926018
427,Gene_0444,-0.10286313,-0.0022987716,0.9180715986217292,0.9989941797423008,4781.79820332883
428,Gene_1071,-0.10330126,-0.20548594,0.917723879159649,0.9989941797423008,1604.1352510178965
429,Gene_0642,-0.106340736,-0.20440418,0.9153120122780357,0.9989941797423008,4447.598177927972
430,Gene_0843,-0.10990049,-0.07578553,0.9124882958980802,0.9989941797423008,3034.5672385733346
431,Gene_0380,-0.11002371,-0.042137805,0.9123905714434674,0.9989941797423008,4142.201430720363
432,Gene_0393,-0.110365994,-0.08609184,0.9121191215811693,0.9989941797423008,4920.865157891798
433,Gene_0531,-0.11059874,-0.7060819,0.9119345415301089,0.9989941797423008,1477.6069172027912
434,Gene_0762,-0.1116256,0.029844368,0.9111202746307758,0.9989941797423008,4807.620652767585
435,Gene_1472,-0.112022646,-0.53697455,0.9108054497368413,0.9989941797423008,1977.9353797669808
436,Gene_1154,-0.112474464,-0.008507963,0.9104472177552709,0.9989941797423008,1958.2839284477654
437,Gene_0209,-0.114665076,0.04793656,0.9087105948327169,0.9989941797423008,1734.9161660598031
438,Gene_0448,-0.11555502,-0.192262,0.9080052158930144,0.9989941797423008,2729.9676563705466
439,Gene_1534,-0.116239585,-0.11565728,0.9074626660380326,0.9989941797423008,813.0179637335111
440,Gene_0476,-0.117444426,-0.06764812,0.9065078833014539,0.9989941797423008,2790.871852522155
441,Gene_0098,-0.11895047,-0.30249396,0.9053145950164423,0.9989941797423008,2731.43882142952
442,Gene_1774,-0.1249199,-0.14359125,0.900586962781829,0.9989941797423008,3821.4139723941066
443,Gene_0561,-0.12519373,-0.27172995,0.9003701821882196,0.9989941797423008,4176.567311591049
444,Gene_1368,-0.12724744,-0.0024381932,0.8987445657174463,0.9989941797423008,2230.184684046499
445,Gene_0752,-0.1299994,0.041515823,0.8965669067898714,0.9989941797423008,1546.549584289894
446,Gene_1136,-0.13121793,-0.13287726,0.8956029175970492,0.9989941797423008,1333.7077417196176
447,Gene_0625,-0.13325794,-0.04189891,0.8939893937577503,0.9989941797423008,1013.3879916891161
448,Gene_1553,-0.13369606,0.04095385,0.8936429221322818,0.9989941797423008,335.35553188517315
449,Gene_0281,-0.13520211,0.0033520951,0.8924520811066051,0.9989941797423008,1745.117495231831
450,Gene_0867,-0.13628373,0.01725895,0.891596990170983,0.9989941797423008,1387.726076047377
451,Gene_0202,-0.13687246,-0.013069246,0.8911316138363161,0.9989941797423008,4833.766060038716
452,Gene_1818,-0.13724212,0.022204077,0.8908394199440985,0.9989941797423008,2810.6586899377176
453,Gene_0435,-0.1372695,-0.20386139,0.8908177765412973,0.9989941797423008,1769.0213432010123
454,Gene_1841,-0.13924105,-0.66168684,0.8892596663261856,0.9989941797423008,2923.3146249187953
455,Gene_1794,-0.13936427,-0.2138114,0.8891622985762974,0.9989941797423008,739.0236716611928
456,Gene_1542,-0.13937797,-0.10615799,0.889151480040608,0.9989941797423008,2248.0165585509044
457,Gene_0551,-0.1410894,-0.06047535,0.8877993263035973,0.9989941797423008,3149.859891034266
458,Gene_1234,-0.14363597,-0.090585336,0.8857879270042377,0.9989941797423008,2470.0442673726343
459,Gene_1307,-0.14662069,-0.100925505,0.8834314177631644,0.9989941797423008,2038.805063238905
460,Gene_1725,-0.14757909,-0.017618803,0.8826749581835002,0.9989941797423008,4969.549525053506
461,Gene_0694,-0.14923574,-0.04973527,0.881367616456174,0.9989941797423008,4407.558072637189
462,Gene_0232,-0.1513579,0.016228724,0.8796933951377841,0.9989941797423008,3135.8594928892285
463,Gene_1096,-0.15153588,0.05834517,0.8795530009124651,0.9989941797423008,2868.4179378523
464,Gene_1262,-0.15180972,-0.128634,0.8793370171920513,0.9989941797423008,3122.269375131691
465,Gene_1565,-0.15393187,-0.28812385,0.8776634489816683,0.9989941797423008,1046.4949337210446
466,Gene_0965,-0.15505457,-0.06477543,0.8767782980243508,0.9989941797423008,2005.931829158377
467,Gene_1475,-0.15536948,0.044346485,0.8765300515968344,0.9989941797423008,245.32468780995163
468,Gene_1775,-0.15598558,-0.20441619,0.87604438721445,0.9989941797423008,2403.952885559792
469,Gene_1692,-0.1562594,-0.09380604,0.8758285513483584,0.9989941797423008,2737.971690590433
470,Gene_1104,-0.1567523,-0.17818603,0.8754400700721995,0.9989941797423008,1177.3611937108874
471,Gene_1657,-0.1570535,-0.043943353,0.875202679617151,0.9989941797423008,4821.942793469293
472,Gene_0409,-0.1592852,-0.12536289,0.8734441833796014,0.9989941797423008,4551.800324139348
473,Gene_0763,-0.15951794,-0.2984604,0.8732608177754319,0.9989941797423008,3624.609015506734
474,Gene_1444,-0.16187286,-0.20170428,0.8714059738566577,0.9989941797423008,2690.263812388545
475,Gene_0342,-0.1624479,0.04174637,0.8709531538564201,0.9989941797423008,4356.34734025604
476,Gene_1443,-0.16317354,-0.05804129,0.8703817985250988,0.9989941797423008,696.7291019261414
477,Gene_1680,-0.16368012,-0.022085125,0.8699829679019255,0.9989941797423008,3963.0234816606808
478,Gene_0553,-0.16500819,-0.04182375,0.8689375421571914,0.9989941797423008,667.8630291358991
479,Gene_0087,-0.16585705,-0.00039708122,0.8682694517752605,0.9989941797423008,3981.342779619557
480,Gene_1309,-0.16607611,-0.15684259,0.8680970566031709,0.9989941797423008,1415.049462844217
481,Gene_1298,-0.16626778,-0.65794706,0.8679462159721358,0.9989941797423008,4391.598376040035
482,Gene_0533,-0.16637732,-0.07493981,0.8678600234838276,0.9989941797423008,4723.008364435719
