,gene,scores,log2FoldChange,pvalue,padj,baseMean
296,Gene_1527,0.10597107,0.22277366,0.915605306245576,0.999497490564906,3861.4680878381237
297,Gene_0944,0.102917895,0.15529095,0.9180281328306107,0.999497490564906,1118.3140861093736
298,Gene_1840,0.102069035,0.10141132,0.9187018800436733,0.999497490564906,3133.3078553040514
299,Gene_0223,0.09887895,0.09233066,0.921234383518067,0.999497490564906,472.4699517191516
300,Gene_1419,0.09714015,0.058436345,0.9226150990037069,0.999497490564906,305.8245197846081
301,Gene_1210,0.09390899,0.034886762,0.9251814542730632,0.999497490564906,2680.2054262623324
302,Gene_1845,0.091047496,0.015409384,0.9274548522260553,0.999497490564906,2726.1438519700273
303,Gene_1414,0.09059568,0.020864408,0.9278138644214331,0.999497490564906,3205.2780124161222
304,Gene_0138,0.09048615,0.01310207,0.9279008998967869,0.999497490564906,3644.1521019271745
305,Gene_1005,0.08999326,0.037840188,0.9282925701957854,0.999497490564906,4880.467793339546
306,Gene_0971,0.08959621,0.04347424,0.9286080950202541,0.999497490564906,2605.686724090917
307,Gene_0314,0.08918547,0.060168307,0.9289345118224622,0.999497490564906,1648.6345410591675
308,Gene_0374,0.08806278,0.0724564,0.9298267785975061,0.999497490564906,3986.171664105083
309,Gene_1339,0.08614599,0.029894907,0.9313503641763717,0.999497490564906,1390.6196437472674
310,Gene_1445,0.0843935,0.026102317,0.9327435770209537,0.999497490564906,2222.9085324928988
311,Gene_0788,0.08288745,0.026608646,0.933941034108072,0.999497490564906,438.3590876442165
312,Gene_0724,0.08259993,0.0222755,0.9341696566284623,0.999497490564906,175.48617990651468
313,Gene_0646,0.081490934,0.005222369,0.9350515370436381,0.999497490564906,4815.109652655729
314,Gene_1580,0.080340855,0.22954749,0.935966163867054,0.999497490564906,4188.101596535419
315,Gene_1806,0.0797932,0.23328282,0.9364017302276891,0.999497490564906,3495.072320163805
316,Gene_1044,0.07914971,0.0630078,0.9369135450139778,0.999497490564906,2074.317074850636
317,Gene_1792,0.07845145,0.09157014,0.9374689479896182,0.999497490564906,907.8068843506866
318,Gene_0751,0.077972256,0.12184013,0.9378501245156623,0.999497490564906,824.363361221876
319,Gene_0862,0.07784903,0.14630167,0.9379481436421935,0.999497490564906,1288.702345914747
320,Gene_1003,0.07278323,0.011956416,0.9419786156368478,0.999497490564906,2768.6719902952964
321,Gene_1460,0.072413564,0.07469836,0.9422727905939066,0.999497490564906,3587.2498173653084
322,Gene_1378,0.07175638,0.018556112,0.9427957877137851,0.999497490564906,3317.9770147527697
323,Gene_1146,0.07146886,0.038144168,0.9430246067225486,0.999497490564906,1435.672789882417
324,Gene_0039,0.07137302,0.030792534,0.9431008807712795,0.999497490564906,4776.58313928281
325,Gene_1392,0.07120872,0.020097189,0.9432316374968548,0.999497490564906,3702.589737644054
326,Gene_1638,0.06901811,0.0661164,0.9449752053032834,0.999497490564906,2794.0525599314333
327,Gene_1175,0.063130826,0.0038138342,0.949662326890036,0.999497490564906,3078.0176938600434
328,Gene_0978,0.061802767,0.0018298904,0.9507199009490791,0.999497490564906,2127.02030901756
329,Gene_1830,0.059612148,0.022893747,0.9524645418115857,0.999497490564906,1276.2683980307295
330,Gene_1523,0.057572138,0.047230866,0.9540894436717227,0.999497490564906,1812.064759323745
331,Gene_0512,0.056942336,0.01168563,0.9545911300952183,0.999497490564906,3801.338246798627
332,Gene_1341,0.05475172,-0.019329583,0.9563362652013522,0.999497490564906,121.24776871729155
333,Gene_0442,0.053724866,0.0799875,0.9571543698487114,0.999497490564906,624.5595705092354
334,Gene_0179,0.0519313,0.019782517,0.9585834337179452,0.999497490564906,277.71307800767613
335,Gene_0183,0.05089076,0.104508206,0.9594125702479802,0.999497490564906,251.60757147890217
336,Gene_1032,0.049466856,0.045438714,0.9605472491046386,0.999497490564906,4284.5298908544855
337,Gene_0890,0.048152488,0.013065578,0.9615947159638323,0.999497490564906,3533.1064039311173
338,Gene_1090,0.04727624,0.01557173,0.9622930641461067,0.999497490564906,2397.1604539822597
339,Gene_1686,0.046030328,-0.0101365615,0.9632860776501633,0.999497490564906,534.2790952224573
340,Gene_1262,0.044784416,-0.01611299,0.9642791481049591,0.999497490564906,2483.4985818283203
341,Gene_1204,0.04477072,-0.0017886297,0.9642900612777264,0.999497490564906,2393.6852653638
342,Gene_0265,0.044373672,0.07053424,0.9646065461896105,0.999497490564906,907.3492560545751
343,Gene_0123,0.04383971,0.047191788,0.9650321726124309,0.999497490564906,2197.5656637279667
344,Gene_0081,0.043812327,0.010690956,0.9650539998780814,0.999497490564906,2022.5984352669984
345,Gene_0628,0.043168835,0.0303907,0.9655669481239461,0.999497490564906,3098.4579853584714
346,Gene_1238,0.042443193,0.017712733,0.9661453962078012,0.999497490564906,3193.7135717948368
347,Gene_1325,0.04189554,0.0154527435,0.9665819726126049,0.999497490564906,274.25484837162037
348,Gene_1551,0.03948586,0.019733803,0.9685030260361277,0.999497490564906,1904.3324424010325
349,Gene_1804,0.039129887,0.05798373,0.968786833783761,0.999497490564906,3148.00658278547
350,Gene_1156,0.03886975,-0.022075431,0.9689942342552519,0.999497490564906,2540.524479971434
351,Gene_0728,0.03785659,0.0017223523,0.9698020243732055,0.999497490564906,4289.6247138821955
352,Gene_1127,0.037117258,0.022706991,0.9703915124387867,0.999497490564906,3310.5334765137777
353,Gene_1066,0.03603564,0.0032339063,0.9712539407009784,0.999497490564906,856.5254140530769
354,Gene_1436,0.036021948,0.09098591,0.9712648577319976,0.999497490564906,399.31529963212773
355,Gene_1562,0.035570133,-0.015160585,0.9716251227639165,0.999497490564906,3229.9754271212623
356,Gene_0861,0.03370811,0.038009696,0.9731099116735489,0.999497490564906,181.23098718102798
357,Gene_1724,0.030353729,0.0566133,0.9757849469266687,0.999497490564906,2949.589127303643
358,Gene_1502,0.029833457,-0.044502888,0.9761998755120356,0.999497490564906,4704.13969505354
359,Gene_1309,0.029504865,-0.0075159087,0.9764619389966176,0.999497490564906,2898.597180485601
360,Gene_1147,0.0294501,-0.014671991,0.9765056164918277,0.999497490564906,1971.4411347222836
361,Tyrp1,0.029326877,0.08438919,0.976603891113416,0.999497490564906,3234.2766812896484
362,Gene_1178,0.029011976,-0.013606358,0.9768550389785392,0.999497490564906,2318.3518079330074
363,Gene_0867,0.028382175,0.054332584,0.977357341567321,0.999497490564906,2750.803107113878
364,Gene_1846,0.027930358,-0.007100549,0.9777176946193555,0.999497490564906,4710.2508034438
365,Gene_0631,0.025465915,0.03314618,0.9796833348501126,0.999497490564906,1961.2080571138326
366,Gene_0917,0.025452225,0.034967974,0.9796942554292508,0.999497490564906,4807.893290928376
367,Gene_1817,0.025329003,0.040126853,0.9797925408124993,0.999497490564906,4531.485677682515
368,Gene_0178,0.02531531,0.0030093112,0.9798034614296011,0.999497490564906,1019.1661172070174
369,Gene_0379,0.025123632,0.005490838,0.9799563504655292,0.999497490564906,393.338439332069
370,Gene_0305,0.024712892,0.00084089726,0.980283972300291,0.999497490564906,548.851106818262
371,Gene_1832,0.02419262,0.026745018,0.9806989647246489,0.999497490564906,140.19803697517114
372,Gene_0141,0.023494361,-0.021679072,0.9812559364309674,0.999497490564906,517.4926557418455
373,Gene_1045,0.02237167,0.017062085,0.9821514786076398,0.999497490564906,3430.8835284109664
374,Gene_0587,0.021303745,0.025049167,0.9830033566911704,0.999497490564906,402.3838098781335
375,Gene_0517,0.019578634,-0.054183163,0.9843795079618979,0.999497490564906,1628.9293699541186
376,Gene_0286,0.018770844,0.06271984,0.9850239124828905,0.999497490564906,4232.1327892988
377,Gene_0756,0.018579166,-0.032283705,0.9851768234803016,0.999497490564906,165.19608189233804
378,Gene_1072,0.016429624,-0.01470443,0.9868916470794279,0.999497490564906,4081.618988815232
379,Gene_1379,0.016279018,-0.018520715,0.987011796318094,0.999497490564906,1445.1811351283297
380,Gene_0561,0.01497834,-0.013591091,0.9880494608027917,0.999497490564906,634.9158967271985
381,Gene_1369,0.013814575,0.0576503,0.9889779146351775,0.999497490564906,3498.8489685525456
382,Gene_0060,0.012541279,-0.014800626,0.9899937694127029,0.999497490564906,3163.267091560426
383,Gene_0312,0.012527588,0.018415907,0.9900046926734578,0.999497490564906,4393.486466958912
384,Gene_1167,0.012103155,-0.004629891,0.9903433146759856,0.999497490564906,3688.6016668292345
385,Gene_0693,0.0106518725,0.03943781,0.9915011962302251,0.999497490564906,4027.2306054050005
386,Gene_1626,0.010501267,0.007890931,0.9916213548168641,0.999497490564906,1446.0711342279671
387,Gene_0990,0.009830391,-0.038832474,0.9921566089733799,0.999497490564906,928.325741709628
388,Gene_0621,0.009186897,-0.007417365,0.9926700193413639,0.999497490564906,3765.5430206222486
389,Gene_0264,0.008338034,0.07353347,0.9933472886902251,0.999497490564906,4043.831959372957
390,Gene_1604,0.007064738,-0.013089991,0.9943632015490782,0.999497490564906,4953.000452903333
391,Gene_0950,0.0065855407,0.05035985,0.9947455368009194,0.999497490564906,2092.457500711561
392,Gene_0892,0.0045729117,0.057027902,0.9963513570117348,0.999497490564906,1891.4895246742767
393,Gene_0338,0.0010542341,-0.0032456547,0.9991588430023293,0.999497490564906,3893.2441556728845
394,Gene_0355,0.00062980223,0.03818148,0.999497490564906,0.999497490564906,1736.9775242524383
395,Gene_1054,-0.00062980223,-0.056170046,0.999497490564906,0.999497490564906,4657.2487617376455
396,Gene_0237,-0.0007530244,0.021918777,0.999399173518581,0.999497490564906,4299.143121622908
397,Gene_1295,-0.0013828266,-0.093163185,0.9988966643451189,0.999497490564906,2173.5204355063406
398,Gene_1647,-0.001588197,-0.04612045,0.9987328027430614,0.999497490564906,3766.811785567912
399,Gene_0531,-0.00182095,-0.0914312,0.9985470929923785,0.999497490564906,3784.9872267191777
400,Gene_1069,-0.0020126288,0.009703361,0.9983941556092956,0.999497490564906,560.4631507378664
401,Gene_1298,-0.002984715,-0.091089725,0.9976185456208199,0.999497490564906,4517.636888063855
402,Gene_1250,-0.0036282085,0.028037945,0.9971051148490847,0.999497490564906,2550.9992436168927
403,Gene_0170,-0.0038609614,-0.034643516,0.9969194061306058,0.999497490564906,4140.964457233321
404,Gene_0573,-0.0040252577,-0.0414144,0.9967883177233292,0.999497490564906,1634.245525101528
405,Gene_0987,-0.004422307,-0.0105656795,0.9964715211038865,0.999497490564906,4482.839981056192
406,Gene_1271,-0.0053396276,-0.06899156,0.995739613883302,0.999497490564906,1976.5483097341073
407,Gene_0479,-0.0057777506,-0.0143418815,0.9953900474827253,0.999497490564906,103.64637482747688
408,Gene_1665,-0.0064349356,0.008259726,0.9948656995619779,0.999497490564906,4531.640783275355
409,Gene_0007,-0.0072701084,0.0651089,0.9941993439751162,0.999497490564906,501.8690500913611
410,Gene_0478,-0.00799575,-0.0320977,0.9936203825532262,0.999497490564906,1630.6025060725535
411,Gene_1546,-0.009501799,0.04296159,0.9924187755773904,0.999497490564906,4752.806736901484
412,Gene_0823,-0.009830391,-0.01790881,0.9921566089733799,0.999497490564906,4755.505377340903
413,Gene_0045,-0.010035762,0.022082424,0.9919927552741163,0.999497490564906,2888.517546210266
414,Gene_0255,-0.011281675,0.013674803,0.9909987169877429,0.999497490564906,3177.5942002405063
415,Gene_1851,-0.012144229,0.051229563,0.990310544727775,0.999497490564906,2269.805333792683
416,Gene_0738,-0.012267452,-0.0805962,0.9902122349814408,0.999497490564906,1501.3933199054195
417,Gene_0080,-0.013225847,-0.026020056,0.989447608808987,0.999497490564906,1676.889499581084
418,Gene_0258,-0.016046265,-0.0197394,0.9871974820835515,0.999497490564906,3378.96635758134
419,Gene_0719,-0.016333783,-0.037345655,0.986968105651626,0.999497490564906,3774.253920716516
420,Gene_1226,-0.019167894,-0.024572989,0.9847071700305031,0.999497490564906,3968.31626644295
421,Gene_0284,-0.01974293,0.04708987,0.9842484438691508,0.999497490564906,3958.6098068330416
422,Gene_1263,-0.022125226,-0.03552147,0.9823480640866351,0.999497490564906,501.4702100910173
423,Gene_1217,-0.022138918,0.063227594,0.9823371426429041,0.999497490564906,2497.380508277778
424,Gene_1235,-0.022974089,0.046622984,0.9816709409126975,0.999497490564906,334.9158620823892
425,Gene_0588,-0.023521744,-0.04611115,0.9812340942293611,0.999497490564906,2770.1679675024907
426,Gene_1252,-0.025945114,-0.02589609,0.9793011169936687,0.999497490564906,2235.575981798216
427,Gene_1408,-0.02621894,-0.07507482,0.9790827089179207,0.999497490564906,4444.135704653584
428,Gene_0023,-0.026643373,-0.0025399926,0.9787441795052902,0.999497490564906,1787.0293121327895
429,Gene_1615,-0.028067272,-0.030193523,0.977608496241211,0.999497490564906,629.4817313166491
430,Gene_1538,-0.028300026,-0.13077018,0.9774228599625012,0.999497490564906,757.8088261615375
431,Gene_0579,-0.02832741,-0.20411679,0.9774010204804953,0.999497490564906,3819.4776270014877
432,Gene_1294,-0.02914889,-0.14165376,0.9767458439711807,0.999497490564906,3110.179413415492
433,Gene_1276,-0.029244728,0.021400573,0.976669407725199,0.999497490564906,550.5572468078117
434,Gene_0793,-0.029422717,-0.16971307,0.9765274552658577,0.999497490564906,466.3286902692373
435,Gene_0912,-0.030285273,-0.13358413,0.9758395424212145,0.999497490564906,3519.797200722644
436,Gene_0973,-0.031284742,-0.009313507,0.9750424595702336,0.999497490564906,410.17688150275796
437,Gene_1764,-0.0324622,-0.14381734,0.9741034624942658,0.999497490564906,4118.207293487263
438,Gene_0496,-0.03381764,0.025049997,0.9730225685193893,0.999497490564906,3545.899024424656
439,Gene_0132,-0.034146234,0.04908137,0.9727605410022465,0.999497490564906,452.67646417740383
440,Gene_0283,-0.03422838,0.030483443,0.9726950345812294,0.999497490564906,469.94668472169997
441,Gene_1474,-0.03422838,-0.007156755,0.9726950345812294,0.999497490564906,4933.865913580818
442,Gene_0520,-0.035405837,-0.084298804,0.9717561296694454,0.999497490564906,1902.6404389927957
443,Gene_0106,-0.0359398,-0.12263521,0.9713303600311086,0.999497490564906,1884.6786279811101
444,Gene_0347,-0.036309466,-0.10162879,0.9710356012144159,0.999497490564906,4073.3578579246378
445,Gene_0831,-0.03633685,-0.027738968,0.9710137673848858,0.999497490564906,4738.880458050101
446,Gene_0591,-0.036487456,0.044440176,0.9708936817112366,0.999497490564906,4930.705265923211
447,Gene_0375,-0.037705984,-0.10031491,0.969922103947807,0.999497490564906,3779.222017031761
448,Gene_0208,-0.039800763,0.0018959434,0.9682519686604385,0.999497490564906,1912.484948378033
449,Gene_1056,-0.040047206,0.059004433,0.9680554911687188,0.999497490564906,463.3285476584104
450,Gene_0775,-0.040526405,-0.089929745,0.9676734571632152,0.999497490564906,3896.877233840812
451,Gene_0559,-0.041950304,0.016430745,0.966538314519201,0.999497490564906,2814.101036192235
452,Gene_0942,-0.042155676,0.02861793,0.9663745975633103,0.999497490564906,2149.8989457725324
453,Gene_0697,-0.042949773,-0.040950373,0.9657415720651138,0.999497490564906,4536.454206218943
454,Gene_1256,-0.04364803,-0.019243909,0.965184964021322,0.999497490564906,600.4275374154491
455,Gene_0257,-0.045167774,-0.123835616,0.9639735819916855,0.999497490564906,2488.494266239753
456,Gene_0546,-0.04561959,-0.05929514,0.963613457297006,0.999497490564906,106.20054159872439
457,Gene_0852,-0.046002943,0.03991958,0.9633079027679986,0.999497490564906,2369.870177870925
458,Gene_0455,-0.048440006,-0.16429405,0.961365576860731,0.999497490564906,328.7012146250949
459,Gene_0197,-0.048850745,-0.071037255,0.9610382408254631,0.999497490564906,638.148685526956
460,Gene_1774,-0.05213667,-0.067770444,0.9584197936158109,0.999497490564906,631.7549215466692
461,Gene_0521,-0.052342042,0.033579428,0.9582561552658146,0.999497490564906,3263.590995474515
462,Gene_0343,-0.05373856,-0.06771097,0.957143461487954,0.999497490564906,3742.9221523638453
463,Gene_0336,-0.05616193,-0.3060196,0.9552128099494364,0.999497490564906,2937.67538723094
464,Gene_1639,-0.056216694,-0.37502915,0.9551691823996198,0.999497490564906,4812.7541149489825
465,Gene_1086,-0.056230385,-0.3418749,0.9551582755331476,0.999497490564906,1905.609368642335
466,Gene_1337,-0.056353606,-0.29438463,0.9550601141130015,0.999497490564906,1464.2748270952106
467,Gene_0691,-0.0566822,-0.041956473,0.9547983536624033,0.999497490564906,4349.565684537828
468,Gene_0159,-0.058872815,-0.075330555,0.9530534099433685,0.999497490564906,1156.7994006712906
469,Gene_0849,-0.059447855,-0.025376277,0.9525953991648887,0.999497490564906,4817.951570231026
470,Gene_1885,-0.060365174,-0.013643506,0.9518647953945428,0.999497490564906,110.1646497145909
471,Gene_1437,-0.061214037,-0.16725695,0.9511887503195948,0.999497490564906,4850.900192202813
472,Gene_0044,-0.06133726,-0.20201896,0.9510906176524234,0.999497490564906,263.6415641553518
473,Gene_0408,-0.061515246,-0.05252554,0.9509488717763092,0.999497490564906,4461.158412805452
474,Gene_1586,-0.062405184,0.021757694,0.9502401657646034,0.999497490564906,2662.120489977184
475,Gene_0049,-0.065855406,0.05564383,0.9474929442218639,0.999497490564906,4965.175740790537
476,Gene_0482,-0.06623876,-0.00494766,0.947187735315501,0.999497490564906,415.2929954402244
477,Gene_1426,-0.06749837,-0.047585852,0.9461849608584365,0.999497490564906,2791.578707786538
478,Gene_1475,-0.068402,0.06784869,0.9454656316087445,0.999497490564906,4848.04755131454
479,Gene_0758,-0.0691824,0.05120935,0.9448444284694968,0.999497490564906,2639.334328642237
480,Gene_1214,-0.07079799,-0.07444534,0.9435585359958741,0.999497490564906,3165.5232587695496
481,Gene_0215,-0.071427785,0.070162214,0.9430572955366445,0.999497490564906,3493.956010473855
482,Gene_0175,-0.07261893,0.035582185,0.9421093590874453,0.999497490564906,2299.9782706004776
483,Gene_1411,-0.07296122,-0.07445673,0.941836978663089,0.999497490564906,3156.412496416114
484,Gene_1693,-0.07367317,0.03754138,0.9412704492058116,0.999497490564906,2942.355844019346
485,Gene_1561,-0.07402914,-0.008711402,0.940987195602305,0.999497490564906,4510.732151930395
486,Gene_1496,-0.07449465,-0.038492464,0.940616798312178,0.999497490564906,274.95958269021645
487,Gene_1872,-0.076712646,-0.11633028,0.938852141938602,0.999497490564906,1440.76778848154
488,Gene_1510,-0.076849565,-0.057281338,0.9387432222826785,0.999497490564906,4754.536846178966
489,Gene_0324,-0.0779038,0.02462835,0.9379045794697861,0.999497490564906,4456.8057302600355
